order_id,product_id,add_to_cart_order,reordered
22735,37710,2,0
22748,37022,1,0
22748,10517,2,0
22748,1463,3,1
22748,20520,4,0
22748,25208,5,1
22748,17313,6,1
22800,46347,1,0
22800,22882,2,0
22800,24852,3,0
22800,43027,4,0
22800,16797,5,0
22800,6932,6,0
22800,32912,7,0
22800,33910,8,0
22800,37817,9,0
22800,7916,10,0
22800,49683,11,0
22800,41220,12,0
22800,24680,13,1
22800,2588,14,0
22800,18864,15,0
22800,34861,16,0
22800,36389,17,0
22800,7542,18,0
22800,15895,19,1
22800,43704,20,0
22875,48383,1,0
22875,44422,2,1
22875,25630,3,0
22875,21777,4,0
22875,35951,5,1
22875,9839,6,1
22875,37067,7,0
22875,8277,8,0
22875,25890,9,1
22875,30391,10,1
22875,43768,11,1
22875,10749,12,1
22875,1244,13,1
22875,1787,14,0
22875,26209,15,1
22875,8518,16,1
22875,31343,17,1
22875,22124,18,1
22875,47087,19,1
22875,11925,20,0
22875,1516,21,1
22875,46802,22,1
22875,28985,23,1
22875,19094,24,1
22875,4799,25,1
22875,33401,26,1
22875,40604,27,1
22875,24160,28,1
22875,5161,29,0
22875,20345,30,1
22875,27086,31,0
22875,20034,32,0
22893,30561,1,1
22893,13176,2,1
22893,20345,3,1
22893,5876,4,1
22893,6046,5,1
22893,23047,6,1
22893,36724,7,1
22893,37080,8,1
22893,28204,9,1
22893,4232,10,1
22893,46906,11,1
22893,47209,12,1
22893,47652,13,1
22893,41352,14,1
22893,28985,15,1
22893,4487,16,1
22893,35167,17,1
22893,11777,18,1
22893,11688,19,1
22893,34262,20,1
22893,37107,21,1
22893,8203,22,0
22893,9327,23,0
22893,37931,24,0
22901,24852,1,1
22901,39275,2,1
22901,48679,3,1
22901,22210,4,1
22901,6541,5,1
22901,43875,6,1
22901,32647,7,0
22901,8912,8,0
22901,14867,9,1
22901,38622,10,1
22901,45066,11,1
22901,14858,12,1
22901,33731,13,1
22901,30489,14,1
22921,34969,1,1
22921,26346,2,1
22921,13176,3,1
22921,4451,4,1
22921,4799,5,1
22921,17795,6,0
22921,37158,7,1
22921,27695,8,1
22921,21938,9,0
22921,43352,10,0
22921,39408,11,0
22921,28849,12,0
22921,12732,13,0
22986,25020,1,0
22986,7753,2,0
22986,14312,3,0
23034,15981,1,1
23034,5928,2,1
23034,18531,3,0
23034,45161,4,1
23034,20241,5,1
23034,33015,6,0
23034,6747,7,1
23034,8588,8,1
23034,23888,9,1
23034,41519,10,1
23041,43892,1,1
23041,41131,2,1
23046,481,1,0
23046,21616,2,1
23046,42265,3,0
23046,39928,4,0
23046,44422,5,1
23046,21543,6,1
23046,41030,7,0
23046,340,8,0
23046,18531,9,1
23046,8988,10,0
23046,41006,11,0
23046,46962,12,0
23046,40706,13,1
23046,41220,14,0
23046,7228,15,1
23046,8092,16,0
23046,18441,17,0
23046,34126,18,1
23046,29662,19,0
23046,48595,20,1
23046,39980,21,0
23046,28199,22,1
23046,44303,23,1
23077,30088,1,1
23077,21616,2,1
23077,47209,3,1
23077,19820,4,1
23077,47325,5,1
23077,32177,6,1
23077,8297,7,1
23077,1628,8,0
23077,9952,9,1
23077,37803,10,0
23077,38051,11,0
23077,13984,12,1
23077,34126,13,1
23077,13780,14,1
23077,20052,15,0
23077,5876,16,0
23077,11913,17,1
23077,47601,18,0
23080,21137,1,1
23080,1804,2,0
23080,35851,3,1
23080,4562,4,0
23080,13984,5,0
23080,10749,6,1
23080,21938,7,0
23080,9159,8,0
23080,42134,9,0
23080,248,10,0
23080,2716,11,1
23080,45210,12,1
23080,24177,13,0
23080,34050,14,1
23084,21903,1,1
23084,13176,2,1
23084,26900,3,1
23084,39922,4,1
23084,32079,5,1
23084,30162,6,1
23084,5962,7,0
23084,31759,8,0
23095,4210,1,1
23153,19348,1,0
23153,27845,2,0
23153,27086,3,0
23153,49235,4,0
23153,33198,5,1
23153,9623,6,1
23153,48015,7,1
23153,8021,8,0
23192,30489,1,1
23192,32030,2,1
23192,8479,3,1
23192,5479,4,1
23192,4920,5,0
23192,343,6,0
23200,31343,1,1
23279,34165,1,1
23279,49235,2,1
23279,14971,3,0
23279,14304,4,0
23279,39877,5,0
23279,22422,6,0
23279,5876,7,1
23279,27966,8,0
23279,45596,9,0
23279,41357,10,1
23279,30391,11,1
23279,26209,12,0
23294,49628,1,1
23294,33000,2,1
23294,27392,3,1
23294,7781,4,1
23294,4799,5,1
23294,20082,6,1
23294,18465,7,1
23294,45083,8,1
23294,23236,9,1
23294,9808,10,1
23294,5491,11,1
23294,1376,12,1
23294,6719,13,1
23294,2124,14,1
23294,44375,15,1
23294,33290,16,1
23294,311,17,1
23294,12456,18,0
23294,22950,19,0
23294,31506,20,0
23294,24964,21,0
23294,30305,22,0
23294,10749,23,0
23294,40992,24,0
23294,31727,25,0
23294,34126,26,0
23294,7746,27,0
23294,33731,28,0
23294,25087,29,0
23294,8955,30,0
23294,42389,31,0
23294,30391,32,0
23294,13076,33,0
23294,22922,34,0
23294,9018,35,0
23329,13176,1,1
23329,22825,2,1
23329,47766,3,1
23329,34969,4,1
23329,38383,5,1
23329,16131,6,1
23329,23537,7,1
23329,21137,8,1
23329,17652,9,1
23329,42265,10,1
23329,6999,11,1
23329,31955,12,0
23329,42803,13,1
23329,17615,14,1
23329,5959,15,1
23353,28985,1,0
23395,24852,1,1
23395,38275,2,1
23395,37766,3,1
23395,4920,4,1
23395,33787,5,1
23395,24954,6,1
23395,18926,7,1
23395,19156,8,1
23395,9703,9,1
23395,22124,10,1
23395,49478,11,1
23406,5876,1,1
23406,39275,2,1
23406,41458,3,1
23406,29732,4,1
23406,17771,5,1
23406,47672,6,1
23408,18020,1,1
23408,24838,2,1
23408,19677,3,1
23408,11512,4,0
23408,47280,5,1
23408,28226,6,0
23408,2326,7,0
23408,17105,8,0
23408,13176,9,1
23408,6343,10,0
23408,36994,11,0
23408,1783,12,0
23408,26177,13,0
23412,5491,1,1
23412,22969,2,1
23412,17622,3,1
23412,12020,4,1
23412,42637,5,1
23412,23025,6,1
23412,32989,7,1
23412,22935,8,1
23412,23594,9,1
23412,46667,10,1
23412,26209,11,1
23412,25659,12,1
23412,18880,13,1
23412,13409,14,1
23412,44014,15,1
23412,12955,16,1
23412,34249,17,1
23412,34061,18,1
23412,32018,19,1
23412,45495,20,1
23412,14491,21,1
23412,19057,22,1
23412,16882,23,1
23412,35939,24,1
23412,39275,25,1
23412,27966,26,1
23412,19048,27,1
23412,9000,28,1
23412,17948,29,1
23412,27086,30,1
23412,27156,31,1
23412,28985,32,1
23412,36695,33,1
23412,13176,34,1
23412,44632,35,1
23566,41844,1,1
23566,42016,2,1
23566,38734,3,1
23566,21903,4,1
23566,47766,5,1
23566,26209,6,1
23566,13629,7,1
23566,48679,8,1
23566,24221,9,1
23566,2452,10,1
23566,8518,11,1
23566,27156,12,1
23566,18479,13,0
23566,35503,14,1
23566,10096,15,1
23566,1025,16,1
23566,33731,17,1
23566,8138,18,1
23566,21019,19,0
23566,34969,20,1
23566,26429,21,1
23566,21376,22,1
23566,13870,23,1
23566,39561,24,1
23566,24852,25,1
23566,27247,26,1
23566,49044,27,1
23566,20794,28,1
23566,14870,29,1
23566,39560,30,0
23566,36865,31,1
23566,26604,32,1
23566,7681,33,1
23566,6287,34,1
23566,21137,35,1
23566,28465,36,1
23566,18531,37,1
23566,30776,38,1
23566,24489,39,1
23566,24799,40,1
23566,27548,41,1
23566,30391,42,1
23566,24184,43,1
23566,28278,44,0
23566,40233,45,1
23598,44142,1,1
23598,27428,2,0
23598,37803,3,0
23598,3476,4,0
23598,41720,5,0
23606,25138,1,0
23669,24184,1,0
23669,15290,2,0
23669,24204,3,0
23669,14159,4,0
23669,10246,5,0
23669,27801,6,0
23733,29694,1,0
23733,21288,2,1
23733,30450,3,1
23739,24852,1,1
23739,36550,2,1
23739,40706,3,1
23739,21137,4,1
23739,26800,5,1
23739,27966,6,1
23739,43961,7,1
23739,39040,8,1
23739,11777,9,0
23739,17902,10,0
23739,21903,11,1
23744,5808,1,1
23744,26620,2,1
23744,19311,3,1
23744,18689,4,1
23744,432,5,1
23744,47209,6,1
23744,5876,7,1
23744,33120,8,1
23744,32624,9,1
23744,25636,10,1
23744,12975,11,0
23744,43295,12,1
23744,36490,13,1
23764,16462,1,0
23764,9870,2,1
23764,5918,3,0
23769,47766,1,1
23769,47626,2,1
23769,7969,3,0
23769,21137,4,1
23769,46802,5,0
23769,9390,6,0
23769,35951,7,0
23769,13598,8,0
23769,21019,9,0
23769,31612,10,0
23769,43122,11,0
23777,37710,1,1
23777,196,2,0
23813,16242,1,0
23813,44548,2,1
23813,5067,3,0
23813,12087,4,1
23813,38819,5,0
23813,38837,6,0
23813,4778,7,1
23813,45488,8,1
23813,34862,9,1
23813,28916,10,1
23813,43352,11,1
23813,46842,12,1
23813,46066,13,1
23813,9547,14,1
23813,48826,15,1
23813,17789,16,1
23813,33651,17,1
23813,17008,18,1
23813,35761,19,1
23840,24413,1,1
23840,12820,2,1
23840,11212,3,1
23840,8269,4,1
23840,18243,5,1
23840,48476,6,1
23840,48407,7,1
23840,45580,8,1
23840,20631,9,1
23848,35121,1,1
23848,4781,2,1
23848,26502,3,0
23848,13080,4,0
23870,39275,1,1
23870,46206,2,1
23870,21137,3,1
23870,27966,4,1
23870,26604,5,0
23870,14947,6,0
23870,21709,7,0
23870,3479,8,0
23870,41149,9,1
23870,37022,10,1
23870,48364,11,0
23870,23543,12,1
23870,1063,13,1
23886,21137,1,1
23886,43352,2,1
23886,39275,3,1
23887,22309,1,1
23887,10411,2,0
23887,44245,3,0
23960,5385,1,1
23960,41249,2,0
23960,23319,3,0
23960,29956,4,0
23960,32712,5,0
23960,36086,6,1
23960,40348,7,1
23978,12785,1,1
23978,44697,2,0
23978,42625,3,1
23978,47626,4,1
23978,43371,5,0
23978,19653,6,0
23978,6244,7,1
23978,31066,8,1
23978,38371,9,1
23978,9124,10,1
23978,22559,11,1
23978,46388,12,1
23978,20985,13,1
23978,11421,14,1
23978,39059,15,0
23978,4565,16,1
23978,40287,17,0
23978,1890,18,1
23993,5450,1,1
23993,24852,2,1
23993,4562,3,1
23993,33195,4,1
23993,45066,5,1
23993,37687,6,1
23993,29487,7,1
23993,40706,8,1
23993,42342,9,0
23993,28156,10,1
24090,14146,1,1
24090,43967,2,1
24090,10890,3,1
24090,28204,4,1
24090,5450,5,1
24090,16797,6,0
24090,9076,7,0
24090,11461,8,0
24090,22831,9,1
24090,32784,10,1
24090,37216,11,0
24090,38949,12,0
24090,42728,13,0
24090,17836,14,0
24090,38200,15,1
24090,20720,16,0
24090,35695,17,0
24090,48717,18,0
24090,3590,19,0
24090,33552,20,0
24090,43295,21,0
24112,37687,1,1
24152,40229,1,1
24152,44987,2,0
24152,6104,3,0
24152,17794,4,1
24152,39812,5,0
24152,26384,6,1
24152,28985,7,0
24152,16508,8,0
24152,38985,9,0
24152,28378,10,1
24152,36082,11,0
24152,28547,12,0
24208,20632,1,1
24208,7175,2,1
24208,13660,3,1
24208,35883,4,1
24208,31066,5,0
24208,8021,6,0
24208,4462,7,0
24208,47209,8,1
24208,25773,9,0
24208,5682,10,0
24208,42737,11,0
24211,5077,1,1
24211,14218,2,1
24211,27845,3,1
24211,38890,4,1
24211,24852,5,1
24211,31041,6,1
24230,30489,1,0
24230,40174,2,1
24230,24964,3,1
24230,28985,4,1
24230,322,5,1
24230,37687,6,1
24230,42828,7,1
24230,13176,8,1
24230,39408,9,0
24230,8424,10,0
24230,6555,11,0
24239,7736,1,1
24239,11461,2,1
24239,38558,3,1
24239,28465,4,1
24239,22882,5,1
24239,34050,6,1
24239,46654,7,1
24239,37131,8,1
24239,13806,9,1
24247,1830,1,0
24247,12412,2,0
24247,33232,3,0
24247,19125,4,0
24247,45965,5,0
24247,18389,6,1
24247,21616,7,1
24247,26209,8,1
24247,12572,9,0
24247,19508,10,1
24247,3869,11,0
24247,6348,12,0
24247,28986,13,1
24259,21709,1,1
24259,38288,2,1
24259,18908,3,1
24259,1463,4,0
24259,15016,5,0
24259,49381,6,0
24259,35221,7,0
24259,9080,8,0
24365,30391,1,1
24365,6286,2,1
24365,781,3,1
24365,5876,4,1
24365,11941,5,1
24365,18027,6,1
24365,39055,7,1
24365,28928,8,1
24365,8358,9,1
24365,41950,10,1
24365,10798,11,1
24365,28058,12,1
24365,28437,13,1
24365,4799,14,1
24365,38456,15,1
24365,19057,16,0
24365,26604,17,1
24365,43355,18,0
24365,38558,19,0
24365,32537,20,0
24365,22935,21,1
24365,24009,22,0
24368,37646,1,1
24368,24954,2,1
24368,19057,3,1
24368,43122,4,1
24368,8174,5,1
24368,22825,6,0
24386,287,1,1
24416,13032,1,1
24416,10473,2,1
24416,40688,3,1
24416,31759,4,1
24416,6184,5,1
24416,17207,6,1
24416,32403,7,1
24416,2457,8,1
24416,21573,9,1
24416,11759,10,1
24416,15541,11,1
24416,38928,12,1
24416,19828,13,1
24417,6358,1,0
24417,46979,2,0
24431,13176,1,1
24431,19057,2,1
24431,47209,3,1
24431,21137,4,1
24431,47626,5,1
24431,32578,6,1
24431,17429,7,0
24431,32864,8,0
24431,2537,9,0
24431,40709,10,0
24431,25138,11,1
24431,39877,12,1
24431,36082,13,1
24431,24489,14,0
24431,17948,15,0
24431,27966,16,0
24431,48364,17,0
24431,34126,18,1
24461,1124,1,0
24461,1463,2,1
24461,46654,3,1
24461,48364,4,0
24461,47145,5,0
24465,35221,1,0
24465,10070,2,1
24465,34565,3,1
24465,10771,4,0
24465,7139,5,0
24465,49241,6,0
24466,46979,1,1
24466,34358,2,1
24466,41593,3,0
24466,27323,4,0
24466,13212,5,0
24466,21195,6,0
24467,39984,1,1
24467,13176,2,1
24467,42736,3,1
24467,47626,4,1
24467,18232,5,1
24467,46979,6,1
24467,27845,7,1
24467,37687,8,1
24467,8518,9,1
24467,28985,10,1
24467,5652,11,1
24467,13416,12,0
24467,5769,13,0
24467,39812,14,1
24467,12419,15,0
24482,8512,1,0
24482,24852,2,1
24482,21553,3,1
24482,5450,4,1
24482,19348,5,1
24482,48762,6,1
24482,4889,7,1
24482,4920,8,1
24565,43086,1,1
24565,47209,2,0
24565,45007,3,1
24565,48745,4,1
24565,36070,5,1
24565,49683,6,0
24565,26800,7,1
24565,20161,8,1
24565,730,9,0
24629,42742,1,1
24629,9036,2,1
24629,45200,3,1
24657,16083,1,0
24657,17461,2,0
24657,3887,3,0
24664,28900,1,0
24664,28911,2,0
24664,10673,3,0
24664,21497,4,1
24664,31683,5,0
24664,41863,6,1
24664,17616,7,1
24664,13944,8,1
24664,40910,9,1
24664,17341,10,1
24664,27801,11,1
24664,40592,12,1
24664,33452,13,1
24664,44234,14,1
24664,36884,15,0
24664,29520,16,1
24664,44167,17,0
24666,35921,1,0
24666,26620,2,1
24666,22556,3,0
24666,34050,4,0
24666,5120,5,0
24666,33043,6,0
24707,20463,1,0
24707,4986,2,1
24707,6338,3,0
24707,17896,4,0
24707,46676,5,0
24707,11233,6,1
24707,39059,7,1
24707,35072,8,0
24707,27011,9,0
24707,9535,10,1
24707,6328,11,1
24717,3790,1,1
24717,20884,2,0
24717,23909,3,1
24717,32030,4,1
24717,31066,5,0
24717,33973,6,1
24734,8370,1,0
24734,27071,2,0
24734,5766,3,0
24734,6340,4,0
24734,45668,5,1
24734,9878,6,1
24734,16953,7,0
24734,40825,8,0
24734,27572,9,0
24734,46746,10,0
24734,24343,11,0
24734,6408,12,0
24734,36910,13,0
24734,26276,14,0
24734,17574,15,0
24734,6654,16,1
24734,44710,17,0
24734,24660,18,0
24734,39132,19,0
24734,11507,20,0
24734,47882,21,0
24734,42770,22,0
24734,16288,23,0
24778,37454,1,1
24778,18048,2,1
24778,6195,3,1
24778,49198,4,1
24778,30696,5,1
24778,17616,6,1
24778,24186,7,1
24778,47861,8,1
24778,6448,9,1
24778,49605,10,1
24778,14897,11,1
24778,18451,12,1
24778,34449,13,1
24778,46979,14,1
24778,24037,15,1
24778,22228,16,1
24778,4044,17,1
24778,16014,18,1
24778,24003,19,1
24778,1159,20,0
24778,37720,21,1
24778,47485,22,1
24778,30062,23,1
24818,9598,1,1
24818,29309,2,1
24818,10219,3,0
24818,46881,4,1
24838,24186,1,0
24838,44980,2,1
24838,33894,3,1
24838,6184,4,0
24838,18721,5,0
24849,26620,1,1
24849,49191,2,1
24849,17191,3,1
24849,21709,4,1
24849,12576,5,1
24849,44632,6,1
24849,14947,7,1
24862,9623,1,1
24862,44142,2,1
24862,24852,3,1
24862,11662,4,1
24862,19068,5,0
24862,46227,6,0
24862,43279,7,1
24862,39408,8,0
24862,21137,9,1
24898,18288,1,0
24898,8467,2,1
24898,27966,3,1
24898,3957,4,1
24898,47209,5,1
24898,13176,6,1
24898,41220,7,1
24898,35112,8,1
24898,21083,9,1
24898,45123,10,1
24898,17702,11,1
24898,46667,12,1
24898,44359,13,1
24898,19093,14,0
24921,36523,1,1
24921,15261,2,0
24921,33120,3,1
24921,48628,4,0
24921,33527,5,1
24921,9154,6,1
24921,21863,7,0
24921,19057,8,0
24921,28985,9,0
24921,43789,10,0
24968,13176,1,1
24968,5212,2,1
24968,17600,3,1
24968,27695,4,1
24968,18394,5,1
24968,32757,6,1
24968,42265,7,1
24968,10305,8,0
24968,30252,9,1
24968,12383,10,1
24968,39561,11,1
24968,23586,12,1
24968,22825,13,1
24968,19057,14,1
24968,24841,15,1
24968,39928,16,1
24968,22963,17,1
24968,23029,18,1
24968,35968,19,1
24968,12456,20,1
24968,19051,21,1
24968,47209,22,1
24968,33352,23,0
24968,48679,24,0
24968,19678,25,1
24968,17948,26,1
24968,46667,27,1
24968,24933,28,0
24968,70,29,0
24968,42460,30,0
24968,25753,31,1
24968,45603,32,1
24968,5073,33,0
24968,21137,34,1
24968,39275,35,1
24994,5883,1,1
24994,28373,2,1
24994,26298,3,1
24994,18599,4,0
24994,39619,5,0
24994,24499,6,0
24994,21903,7,0
24994,27596,8,0
24994,30676,9,0
24994,3339,10,0
24994,45249,11,0
24994,27845,12,0
24994,9839,13,0
24996,4210,1,1
24996,37940,2,1
24996,9901,3,1
24996,22695,4,1
24996,7364,5,1
24996,24142,6,1
24996,16797,7,1
24996,24184,8,1
24996,21938,9,1
24996,17008,10,1
24996,32689,11,1
24996,38557,12,1
24996,24382,13,0
24996,8193,14,1
24996,30391,15,1
24996,9376,16,0
24996,38672,17,0
24997,21386,1,1
24997,33198,2,1
24997,43726,3,1
24997,45570,4,0
24997,42803,5,1
25006,37011,1,1
25006,22935,2,1
25006,8518,3,0
25006,40352,4,1
25006,21903,5,1
25006,5876,6,0
25006,24964,7,0
25006,7480,8,0
25006,23233,9,1
25006,46650,10,0
25006,42585,11,0
25006,45282,12,0
25006,31717,13,0
25006,32525,14,0
25006,20583,15,0
25115,10957,1,1
25115,22474,2,1
25115,23217,3,1
25115,5077,4,1
25115,43262,5,0
25115,40706,6,1
25115,13776,7,1
25115,11710,8,1
25115,22788,9,1
25115,25985,10,1
25115,34264,11,0
25115,45769,12,0
25115,8224,13,0
25162,42736,1,1
25162,25407,2,1
25166,283,1,1
25166,20851,2,1
25166,33572,3,1
25166,4920,4,1
25166,22035,5,1
25166,48364,6,1
25166,26369,7,1
25166,8424,8,1
25166,28204,9,1
25166,10504,10,1
25180,11182,1,1
25180,45588,2,1
25180,8326,3,1
25180,49328,4,1
25180,4565,5,1
25180,25844,6,1
25180,34004,7,1
25180,45582,8,0
25180,42834,9,0
25180,35921,10,0
25180,25170,11,0
25180,46175,12,0
25217,7361,1,1
25217,27977,2,1
25217,47526,3,1
25217,44201,4,1
25217,40396,5,1
25219,16309,1,1
25219,38949,2,1
25219,264,3,1
25219,21225,4,1
25219,20955,5,1
25219,32478,6,1
25219,1819,7,1
25219,11073,8,1
25219,8296,9,0
25219,21709,10,1
25219,9387,11,1
25219,27761,12,1
25219,13176,13,0
25219,21777,14,0
25315,31964,1,1
25315,17191,2,0
25315,39947,3,0
25315,31635,4,0
25315,41544,5,1
25315,20186,6,0
25315,10793,7,0
25315,43255,8,0
25315,45139,9,0
25315,12919,10,0
25315,19180,11,0
25315,40706,12,0
25315,38303,13,0
25315,26670,14,0
25315,26604,15,0
25315,36550,16,0
25315,10690,17,0
25341,26201,1,1
25341,27086,2,0
25341,45007,3,1
25341,45504,4,1
25341,10831,5,1
25341,7781,6,1
25341,21903,7,1
25341,27521,8,1
25341,47388,9,1
25341,13877,10,0
25341,27966,11,1
25341,2447,12,1
25341,48679,13,1
25341,39699,14,1
25341,8518,15,1
25341,38656,16,1
25341,26209,17,1
25341,26369,18,1
25341,31717,19,1
25341,13829,20,1
25341,35629,21,1
25341,35951,22,0
25341,11941,23,0
25341,19508,24,0
25341,19660,25,1
25341,6740,26,0
25341,37646,27,1
25428,41220,1,1
25428,8424,2,1
25428,15290,3,1
25428,2295,4,1
25428,24184,5,1
25428,11520,6,1
25428,30391,7,1
25428,29027,8,1
25428,46979,9,0
25428,23165,10,1
25428,14976,11,0
25428,47156,12,0
25428,37464,13,0
25428,16185,14,0
25472,18908,1,0
25472,6193,2,0
25472,14467,3,1
25472,5785,4,1
25472,36165,5,1
25472,5370,6,1
25472,39276,7,1
25472,675,8,1
25472,40724,9,0
25501,40318,1,0
25501,9076,2,1
25501,39858,3,1
25501,23734,4,1
25501,28188,5,1
25522,34584,1,1
25522,27966,2,1
25522,26604,3,1
25524,46562,1,1
25524,41400,2,1
25524,26348,3,1
25525,13176,1,1
25525,13629,2,1
25525,37646,3,1
25525,13517,4,1
25525,42265,5,1
25525,38689,6,1
25525,4472,7,1
25525,40910,8,1
25525,42342,9,1
25558,24852,1,1
25558,23815,2,1
25558,30391,3,1
25558,40706,4,1
25558,19057,5,1
25558,32369,6,1
25558,42944,7,1
25558,21137,8,1
25558,41220,9,0
25558,43122,10,1
25558,42633,11,0
25604,45123,1,1
25604,42445,2,1
25604,11777,3,0
25604,31506,4,1
25604,3952,5,1
25604,22210,6,0
25629,1511,1,1
25629,34128,2,1
25629,8138,3,0
25629,23852,4,0
25629,45106,5,0
25629,25138,6,0
25629,43421,7,0
25629,31504,8,0
25629,46807,9,0
25629,32647,10,0
25629,5805,11,0
25629,40982,12,0
25629,16981,13,0
25629,8833,14,0
25641,36229,1,1
25641,49680,2,1
25641,22620,3,1
25641,21948,4,0
25641,24830,5,1
25641,26604,6,1
25641,13176,7,1
25641,28204,8,0
25641,44504,9,0
25641,42095,10,0
25672,11266,1,1
25676,38200,1,1
25676,26138,2,1
25676,27239,3,0
25676,1263,4,0
25676,13173,5,0
25676,43483,6,0
25676,47683,7,1
25676,32569,8,0
25728,40795,1,1
25728,47626,2,0
25728,48797,3,1
25728,2078,4,0
25728,49355,5,0
25728,45622,6,0
25728,31506,7,1
25742,11361,1,0
25742,15541,2,1
25742,13032,3,0
25742,18414,4,0
25762,27966,1,0
25762,26604,2,0
25762,21137,3,0
25762,260,4,0
25762,28199,5,0
25796,45303,1,0
25796,24214,2,0
25796,48679,3,0
25796,48407,4,0
25796,25640,5,0
25796,36865,6,0
25796,21137,7,0
25796,23744,8,0
25796,31343,9,0
25796,21903,10,1
25797,13176,1,1
25797,8571,2,1
25797,9434,3,1
25797,21292,4,1
25797,17313,5,1
25797,14159,6,1
25797,6184,7,1
25797,17122,8,1
25797,14689,9,1
25797,46129,10,1
25797,47788,11,1
25797,48532,12,1
25797,13424,13,1
25797,37215,14,1
25806,28745,1,0
25806,14702,2,1
25820,36361,1,1
25820,29126,2,1
25820,11520,3,1
25820,43182,4,1
25820,7806,5,1
25820,18594,6,1
25820,5450,7,1
25820,49383,8,0
25830,14147,1,1
25830,21604,2,1
25830,27716,3,1
25830,28199,4,1
25830,40604,5,1
25830,12508,6,1
25830,9864,7,1
25830,24427,8,1
25830,6348,9,1
25830,28384,10,1
25830,11432,11,0
25830,34862,12,1
25830,28433,13,1
25830,4832,14,0
25830,12323,15,0
25830,14780,16,1
25830,27196,17,0
25830,9364,18,0
25830,35042,19,1
25830,27415,20,0
25830,34871,21,1
25830,8670,22,0
25830,25509,23,1
25830,5711,24,1
25830,36962,25,1
25830,2450,26,0
25830,20378,27,1
25830,23363,28,1
25830,32689,29,1
25830,6201,30,1
25830,24563,31,1
25830,37145,32,1
25830,33833,33,1
25830,17203,34,0
25830,23833,35,0
25830,3308,36,0
25854,21137,1,1
25854,13176,2,1
25854,37646,3,1
25854,46906,4,1
25854,11782,5,1
25854,5212,6,1
25866,40997,1,0
25866,4210,2,1
25866,34234,3,1
25866,28647,4,1
25866,19658,5,1
25866,3024,6,1
25866,48364,7,1
25866,7470,8,1
25866,32051,9,1
25866,39545,10,1
25866,34533,11,1
25866,6340,12,1
25866,30731,13,0
25866,10438,14,0
25866,1117,15,0
25866,11988,16,0
25866,45622,17,1
25880,20711,1,1
25918,44145,1,0
25918,35221,2,1
25918,38988,3,1
25918,24279,4,1
25918,26209,5,1
25918,49191,6,1
25918,1940,7,1
25918,43920,8,0
25918,18594,9,1
25923,21261,1,0
25923,26201,2,0
25923,43556,3,0
25923,20828,4,0
25923,24533,5,0
25923,26459,6,0
25923,38395,7,0
25923,49577,8,0
25923,48936,9,0
25923,12706,10,1
25930,46691,1,0
25930,31283,2,0
25930,30638,3,0
25930,8831,4,0
25930,47291,5,0
25930,46595,6,1
25930,37552,7,1
25930,18379,8,1
25936,13176,1,0
25936,16283,2,0
25936,12732,3,0
25941,34234,1,1
25941,1940,2,0
25941,42562,3,1
25941,47144,4,1
25941,16826,5,1
25941,116,6,0
25941,13909,7,0
25941,47890,8,1
25941,2754,9,0
25941,48877,10,0
25941,22000,11,0
25941,34194,12,0
25941,581,13,1
25971,13554,1,0
25971,4357,2,0
25971,32398,3,0
25971,28199,4,1
25971,29077,5,1
25971,22793,6,1
25991,46979,1,1
25991,24852,2,1
25991,47766,3,1
25991,6104,4,1
25991,27845,5,1
25991,47630,6,1
25991,260,7,1
25991,23257,8,0
25991,28226,9,1
25991,21137,10,1
25991,40706,11,1
25991,34969,12,1
25991,41593,13,1
25991,18471,14,0
25991,17988,15,0
25991,16521,16,0
25991,46676,17,0
25991,1202,18,1
25991,42380,19,0
25991,27065,20,0
26038,47626,1,1
26038,24852,2,1
26038,49683,3,1
26038,44632,4,1
26038,12312,5,0
26038,41220,6,0
26038,25890,7,1
26038,47672,8,1
26038,33782,9,0
26038,35986,10,0
26038,21616,11,0
26038,26604,12,0
26038,4920,13,0
26064,14650,1,0
26064,5785,2,1
26064,44375,3,1
26064,1380,4,0
26064,13268,5,0
26070,24852,1,0
26070,42265,2,1
26070,15937,3,0
26070,35725,4,0
26070,48679,5,0
26070,44683,6,1
26070,8174,7,1
26070,39947,8,1
26070,12606,9,1
26070,5161,10,0
26095,17794,1,0
26095,44359,2,1
26095,7746,3,0
26095,39275,4,1
26095,20608,5,0
26095,6135,6,0
26095,45007,7,1
26095,27845,8,1
26095,13176,9,0
26095,24413,10,1
26095,16797,11,0
26146,24852,1,1
26146,47209,2,1
26146,37646,3,1
26179,19660,1,1
26179,45361,2,0
26179,38159,3,1
26196,21137,1,0
26196,19660,2,1
26196,13176,3,0
26196,17956,4,0
26196,47766,5,1
26196,11068,6,0
26196,17872,7,0
26196,43352,8,0
26196,21709,9,1
26196,28985,10,1
26196,27521,11,1
26196,21616,12,1
26196,28842,13,0
26196,4605,14,0
26196,12614,15,1
26196,45364,16,0
26196,5991,17,0
26196,23835,18,1
26196,24838,19,1
26196,47258,20,0
26196,18027,21,0
26196,29487,22,0
26196,22142,23,0
26196,42736,24,0
26196,46359,25,0
26196,42265,26,0
26196,20754,27,0
26197,20114,1,0
26197,39928,2,0
26197,5514,3,1
26286,42244,1,1
26286,8467,2,1
26286,29007,3,1
26286,4781,4,0
26286,47652,5,0
