Country;Code;Date;Stringency_Index
Djibouti;DJI;2020-01-06;0.0
Djibouti;DJI;2020-01-07;0.0
Djibouti;DJI;2020-01-08;0.0
Djibouti;DJI;2020-01-09;0.0
Djibouti;DJI;2020-01-10;0.0
Djibouti;DJI;2020-01-11;0.0
Djibouti;DJI;2020-01-12;0.0
Djibouti;DJI;2020-01-13;0.0
Djibouti;DJI;2020-01-14;0.0
Djibouti;DJI;2020-01-15;0.0
Djibouti;DJI;2020-01-16;0.0
Djibouti;DJI;2020-01-17;0.0
Djibouti;DJI;2020-01-18;0.0
Djibouti;DJI;2020-01-19;0.0
Djibouti;DJI;2020-01-20;0.0
Djibouti;DJI;2020-01-21;0.0
Djibouti;DJI;2020-01-22;0.0
Djibouti;DJI;2020-01-23;0.0
Djibouti;DJI;2020-01-24;0.0
Djibouti;DJI;2020-01-25;0.0
Djibouti;DJI;2020-01-26;0.0
Djibouti;DJI;2020-01-27;0.0
Djibouti;DJI;2020-01-28;0.0
Djibouti;DJI;2020-01-29;0.0
Djibouti;DJI;2020-01-30;0.0
Djibouti;DJI;2020-01-31;0.0
Djibouti;DJI;2020-02-01;0.0
Djibouti;DJI;2020-02-02;0.0
Djibouti;DJI;2020-02-03;0.0
Djibouti;DJI;2020-02-04;0.0
Djibouti;DJI;2020-02-05;0.0
Djibouti;DJI;2020-02-06;0.0
Djibouti;DJI;2020-02-07;0.0
Djibouti;DJI;2020-02-08;0.0
Djibouti;DJI;2020-02-09;0.0
Djibouti;DJI;2020-02-10;0.0
Djibouti;DJI;2020-02-11;0.0
Djibouti;DJI;2020-02-12;0.0
Djibouti;DJI;2020-02-13;0.0
Djibouti;DJI;2020-02-14;0.0
Djibouti;DJI;2020-02-15;0.0
Djibouti;DJI;2020-02-16;0.0
Djibouti;DJI;2020-02-17;0.0
Djibouti;DJI;2020-02-18;0.0
Djibouti;DJI;2020-02-19;0.0
Djibouti;DJI;2020-02-20;0.0
Djibouti;DJI;2020-02-21;0.0
Djibouti;DJI;2020-02-22;0.0
Djibouti;DJI;2020-02-23;0.0
Djibouti;DJI;2020-02-24;0.0
Djibouti;DJI;2020-02-25;0.0
Djibouti;DJI;2020-02-26;0.0
Djibouti;DJI;2020-02-27;0.0
Djibouti;DJI;2020-02-28;0.0
Djibouti;DJI;2020-02-29;0.0
Djibouti;DJI;2020-03-01;0.0
Djibouti;DJI;2020-03-02;0.0
Djibouti;DJI;2020-03-03;0.0
Djibouti;DJI;2020-03-04;0.0
Djibouti;DJI;2020-03-05;0.0
Djibouti;DJI;2020-03-06;0.0
Djibouti;DJI;2020-03-07;0.0
Djibouti;DJI;2020-03-08;0.0
Djibouti;DJI;2020-03-09;0.0
Djibouti;DJI;2020-03-10;0.0
Djibouti;DJI;2020-03-11;0.0
Djibouti;DJI;2020-03-12;0.0
Djibouti;DJI;2020-03-13;0.0
Djibouti;DJI;2020-03-14;0.0
Djibouti;DJI;2020-03-15;0.0
Djibouti;DJI;2020-03-16;0.0
Djibouti;DJI;2020-03-17;0.0
Djibouti;DJI;2020-03-18;22.22
Djibouti;DJI;2020-03-19;33.33
Djibouti;DJI;2020-03-20;33.33
Djibouti;DJI;2020-03-21;33.33
Djibouti;DJI;2020-03-22;46.3
Djibouti;DJI;2020-03-23;94.44
Djibouti;DJI;2020-03-24;94.44
Djibouti;DJI;2020-03-25;94.44
Djibouti;DJI;2020-03-26;94.44
Djibouti;DJI;2020-03-27;94.44
Djibouti;DJI;2020-03-28;94.44
Djibouti;DJI;2020-03-29;94.44
Djibouti;DJI;2020-03-30;94.44
Djibouti;DJI;2020-03-31;94.44
Djibouti;DJI;2020-04-01;94.44
Djibouti;DJI;2020-04-02;94.44
Djibouti;DJI;2020-04-03;94.44
Djibouti;DJI;2020-04-04;94.44
Djibouti;DJI;2020-04-05;94.44
Djibouti;DJI;2020-04-06;94.44
Djibouti;DJI;2020-04-07;94.44
Djibouti;DJI;2020-04-08;94.44
Djibouti;DJI;2020-04-09;94.44
Djibouti;DJI;2020-04-10;94.44
Djibouti;DJI;2020-04-11;94.44
Djibouti;DJI;2020-04-12;94.44
Djibouti;DJI;2020-04-13;94.44
Djibouti;DJI;2020-04-14;94.44
Djibouti;DJI;2020-04-15;94.44
Djibouti;DJI;2020-04-16;94.44
Djibouti;DJI;2020-04-17;94.44
Djibouti;DJI;2020-04-18;94.44
Djibouti;DJI;2020-04-19;94.44
Djibouti;DJI;2020-04-20;94.44
Djibouti;DJI;2020-04-21;94.44
Djibouti;DJI;2020-04-22;94.44
Djibouti;DJI;2020-04-23;94.44
Djibouti;DJI;2020-04-24;94.44
Djibouti;DJI;2020-04-25;94.44
Djibouti;DJI;2020-04-26;94.44
Djibouti;DJI;2020-04-27;94.44
Djibouti;DJI;2020-04-28;94.44
Djibouti;DJI;2020-04-29;94.44
Djibouti;DJI;2020-04-30;94.44
Djibouti;DJI;2020-05-01;94.44
Djibouti;DJI;2020-05-02;94.44
Djibouti;DJI;2020-05-03;94.44
Djibouti;DJI;2020-05-04;94.44
Djibouti;DJI;2020-05-05;94.44
Djibouti;DJI;2020-05-06;94.44
Djibouti;DJI;2020-05-07;94.44
Djibouti;DJI;2020-05-08;94.44
Djibouti;DJI;2020-05-09;94.44
Djibouti;DJI;2020-05-10;94.44
Djibouti;DJI;2020-05-11;94.44
Djibouti;DJI;2020-05-12;94.44
Djibouti;DJI;2020-05-13;94.44
Djibouti;DJI;2020-05-14;94.44
Djibouti;DJI;2020-05-15;94.44
Djibouti;DJI;2020-05-16;94.44
Djibouti;DJI;2020-05-17;59.26
Djibouti;DJI;2020-05-18;59.26
Djibouti;DJI;2020-05-19;59.26
Djibouti;DJI;2020-05-20;59.26
Djibouti;DJI;2020-05-21;59.26
Djibouti;DJI;2020-05-22;59.26
Djibouti;DJI;2020-05-23;59.26
Djibouti;DJI;2020-05-24;59.26
Djibouti;DJI;2020-05-25;59.26
Djibouti;DJI;2020-05-26;59.26
Djibouti;DJI;2020-05-27;59.26
Djibouti;DJI;2020-05-28;59.26
Djibouti;DJI;2020-05-29;59.26
Djibouti;DJI;2020-05-30;59.26
Djibouti;DJI;2020-05-31;59.26
Djibouti;DJI;2020-06-01;59.26
Djibouti;DJI;2020-06-02;59.26
Djibouti;DJI;2020-06-03;59.26
Djibouti;DJI;2020-06-04;59.26
Djibouti;DJI;2020-06-05;59.26
Djibouti;DJI;2020-06-06;59.26
Djibouti;DJI;2020-06-07;59.26
Djibouti;DJI;2020-06-08;59.26
Djibouti;DJI;2020-06-09;59.26
Djibouti;DJI;2020-06-10;59.26
Djibouti;DJI;2020-06-11;59.26
Djibouti;DJI;2020-06-12;59.26
Djibouti;DJI;2020-06-13;59.26
Djibouti;DJI;2020-06-14;59.26
Djibouti;DJI;2020-06-15;59.26
Djibouti;DJI;2020-06-16;59.26
Djibouti;DJI;2020-06-17;59.26
Djibouti;DJI;2020-06-18;59.26
Djibouti;DJI;2020-06-19;59.26
Djibouti;DJI;2020-06-20;59.26
Djibouti;DJI;2020-06-21;59.26
Djibouti;DJI;2020-06-22;59.26
Djibouti;DJI;2020-06-23;59.26
Djibouti;DJI;2020-06-24;59.26
Djibouti;DJI;2020-06-25;59.26
Djibouti;DJI;2020-06-26;59.26
Djibouti;DJI;2020-06-27;59.26
Djibouti;DJI;2020-06-28;59.26
Djibouti;DJI;2020-06-29;59.26
Djibouti;DJI;2020-06-30;59.26
Djibouti;DJI;2020-07-01;59.26
Djibouti;DJI;2020-07-02;59.26
Djibouti;DJI;2020-07-03;59.26
Djibouti;DJI;2020-07-04;59.26
Djibouti;DJI;2020-07-05;59.26
Djibouti;DJI;2020-07-06;59.26
Djibouti;DJI;2020-07-07;59.26
Djibouti;DJI;2020-07-08;59.26
Djibouti;DJI;2020-07-09;59.26
Djibouti;DJI;2020-07-10;59.26
Djibouti;DJI;2020-07-11;59.26
Djibouti;DJI;2020-07-12;59.26
Djibouti;DJI;2020-07-13;59.26
Djibouti;DJI;2020-07-14;59.26
Djibouti;DJI;2020-07-15;59.26
Djibouti;DJI;2020-07-16;59.26
Djibouti;DJI;2020-07-17;50.93
Djibouti;DJI;2020-07-18;50.93
Djibouti;DJI;2020-07-19;50.93
Djibouti;DJI;2020-07-20;50.93
Djibouti;DJI;2020-07-21;50.93
Djibouti;DJI;2020-07-22;50.93
Djibouti;DJI;2020-07-23;50.93
Djibouti;DJI;2020-07-24;50.93
Djibouti;DJI;2020-07-25;50.93
Djibouti;DJI;2020-07-26;50.93
Djibouti;DJI;2020-07-27;50.93
Djibouti;DJI;2020-07-28;50.93
Djibouti;DJI;2020-07-29;50.93
Djibouti;DJI;2020-07-30;50.93
Djibouti;DJI;2020-07-31;50.93
Djibouti;DJI;2020-08-01;50.93
Djibouti;DJI;2020-08-02;50.93
Djibouti;DJI;2020-08-03;50.93
Djibouti;DJI;2020-08-04;50.93
Djibouti;DJI;2020-08-05;50.93
Djibouti;DJI;2020-08-06;50.93
Djibouti;DJI;2020-08-07;50.93
Djibouti;DJI;2020-08-08;50.93
Djibouti;DJI;2020-08-09;50.93
Djibouti;DJI;2020-08-10;50.93
Djibouti;DJI;2020-08-11;50.93
Djibouti;DJI;2020-08-12;50.93
Djibouti;DJI;2020-08-13;50.93
Djibouti;DJI;2020-08-14;50.93
Djibouti;DJI;2020-08-15;50.93
Djibouti;DJI;2020-08-16;50.93
Djibouti;DJI;2020-08-17;50.93
Djibouti;DJI;2020-08-18;50.93
Djibouti;DJI;2020-08-19;50.93
Djibouti;DJI;2020-08-20;50.93
Djibouti;DJI;2020-08-21;50.93
Djibouti;DJI;2020-08-22;50.93
Djibouti;DJI;2020-08-23;50.93
Djibouti;DJI;2020-08-24;50.93
Djibouti;DJI;2020-08-25;50.93
Djibouti;DJI;2020-08-26;50.93
Djibouti;DJI;2020-08-27;50.93
Djibouti;DJI;2020-08-28;50.93
Djibouti;DJI;2020-08-29;50.93
Djibouti;DJI;2020-08-30;50.93
Djibouti;DJI;2020-08-31;50.93
Djibouti;DJI;2020-09-01;50.93
Djibouti;DJI;2020-09-02;50.93
Djibouti;DJI;2020-09-03;50.93
Djibouti;DJI;2020-09-04;50.93
Djibouti;DJI;2020-09-05;50.93
Djibouti;DJI;2020-09-06;50.93
Djibouti;DJI;2020-09-07;50.93
Djibouti;DJI;2020-09-08;50.93
Djibouti;DJI;2020-09-09;50.93
Djibouti;DJI;2020-09-10;50.93
Djibouti;DJI;2020-09-11;50.93
Djibouti;DJI;2020-09-12;50.93
Djibouti;DJI;2020-09-13;50.93
Djibouti;DJI;2020-09-14;50.93
Djibouti;DJI;2020-09-15;50.93
Djibouti;DJI;2020-09-16;50.93
Djibouti;DJI;2020-09-17;50.93
Djibouti;DJI;2020-09-18;50.93
Djibouti;DJI;2020-09-19;50.93
Djibouti;DJI;2020-09-20;50.93
Djibouti;DJI;2020-09-21;50.93
Djibouti;DJI;2020-09-22;50.93
Djibouti;DJI;2020-09-23;50.93
Djibouti;DJI;2020-09-24;50.93
Djibouti;DJI;2020-09-25;50.93
Djibouti;DJI;2020-09-26;50.93
Djibouti;DJI;2020-09-27;50.93
Djibouti;DJI;2020-09-28;50.93
Djibouti;DJI;2020-09-29;50.93
Djibouti;DJI;2020-09-30;47.22
Djibouti;DJI;2020-10-01;47.22
Djibouti;DJI;2020-10-02;47.22
Djibouti;DJI;2020-10-03;47.22
Djibouti;DJI;2020-10-04;47.22
Djibouti;DJI;2020-10-05;47.22
Djibouti;DJI;2020-10-06;47.22
Djibouti;DJI;2020-10-07;47.22
Djibouti;DJI;2020-10-08;47.22
Djibouti;DJI;2020-10-09;47.22
Djibouti;DJI;2020-10-10;47.22
Djibouti;DJI;2020-10-11;47.22
Djibouti;DJI;2020-10-12;47.22
Djibouti;DJI;2020-10-13;47.22
Djibouti;DJI;2020-10-14;47.22
Djibouti;DJI;2020-10-15;47.22
Djibouti;DJI;2020-10-16;47.22
Djibouti;DJI;2020-10-17;47.22
Djibouti;DJI;2020-10-18;47.22
Djibouti;DJI;2020-10-19;47.22
Djibouti;DJI;2020-10-20;43.52
Djibouti;DJI;2020-10-21;43.52
Djibouti;DJI;2020-10-22;43.52
Djibouti;DJI;2020-10-23;43.52
Djibouti;DJI;2020-10-24;43.52
Djibouti;DJI;2020-10-25;43.52
Djibouti;DJI;2020-10-26;43.52
Djibouti;DJI;2020-10-27;43.52
Djibouti;DJI;2020-10-28;43.52
Djibouti;DJI;2020-10-29;43.52
Djibouti;DJI;2020-10-30;43.52
Djibouti;DJI;2020-10-31;43.52
Djibouti;DJI;2020-11-01;43.52
Djibouti;DJI;2020-11-02;43.52
Djibouti;DJI;2020-11-03;43.52
Djibouti;DJI;2020-11-04;43.52
Djibouti;DJI;2020-11-05;43.52
Djibouti;DJI;2020-11-06;43.52
Djibouti;DJI;2020-11-07;43.52
Djibouti;DJI;2020-11-08;43.52
Djibouti;DJI;2020-11-09;43.52
Djibouti;DJI;2020-11-10;43.52
Djibouti;DJI;2020-11-11;43.52
Djibouti;DJI;2020-11-12;43.52
Djibouti;DJI;2020-11-13;43.52
Djibouti;DJI;2020-11-14;43.52
Djibouti;DJI;2020-11-15;43.52
Djibouti;DJI;2020-11-16;43.52
Djibouti;DJI;2020-11-17;43.52
Djibouti;DJI;2020-11-18;43.52
Djibouti;DJI;2020-11-19;43.52
Djibouti;DJI;2020-11-20;43.52
Djibouti;DJI;2020-11-21;43.52
Djibouti;DJI;2020-11-22;37.96
Djibouti;DJI;2020-11-23;37.96
Djibouti;DJI;2020-11-24;37.96
Djibouti;DJI;2020-11-25;37.96
Djibouti;DJI;2020-11-26;37.96
Djibouti;DJI;2020-11-27;37.96
Djibouti;DJI;2020-11-28;37.96
Djibouti;DJI;2020-11-29;37.96
Djibouti;DJI;2020-11-30;37.96
Djibouti;DJI;2020-12-01;37.96
Djibouti;DJI;2020-12-02;37.96
Djibouti;DJI;2020-12-03;37.96
Djibouti;DJI;2020-12-04;37.96
Djibouti;DJI;2020-12-05;37.96
Djibouti;DJI;2020-12-06;37.96
Djibouti;DJI;2020-12-07;37.96
Djibouti;DJI;2020-12-08;37.96
Djibouti;DJI;2020-12-09;37.96
Djibouti;DJI;2020-12-10;37.96
Djibouti;DJI;2020-12-11;37.96
Djibouti;DJI;2020-12-12;37.96
Djibouti;DJI;2020-12-13;37.96
Djibouti;DJI;2020-12-14;37.96
Djibouti;DJI;2020-12-15;37.96
Djibouti;DJI;2020-12-16;37.96
Djibouti;DJI;2020-12-17;37.96
Djibouti;DJI;2020-12-18;37.96
Djibouti;DJI;2020-12-19;37.96
Djibouti;DJI;2020-12-20;37.96
Djibouti;DJI;2020-12-21;37.96
Djibouti;DJI;2020-12-22;37.96
Djibouti;DJI;2020-12-23;37.96
Djibouti;DJI;2020-12-24;37.96
Djibouti;DJI;2020-12-25;37.96
Djibouti;DJI;2020-12-26;37.96
Djibouti;DJI;2020-12-27;37.96
Djibouti;DJI;2020-12-28;37.96
Djibouti;DJI;2020-12-29;37.96
Djibouti;DJI;2020-12-30;37.96
Djibouti;DJI;2020-12-31;37.96
Djibouti;DJI;2021-01-01;37.96
Djibouti;DJI;2021-01-02;37.96
Djibouti;DJI;2021-01-03;37.96
Djibouti;DJI;2021-01-04;37.96
Dominica;DMA;2020-01-01;0.0
Dominica;DMA;2020-01-02;0.0
Dominica;DMA;2020-01-03;0.0
Dominica;DMA;2020-01-04;0.0
Dominica;DMA;2020-01-05;0.0
Dominica;DMA;2020-01-06;0.0
Dominica;DMA;2020-01-07;0.0
Dominica;DMA;2020-01-08;0.0
Dominica;DMA;2020-01-09;0.0
Dominica;DMA;2020-01-10;0.0
Dominica;DMA;2020-01-11;0.0
Dominica;DMA;2020-01-12;0.0
Dominica;DMA;2020-01-13;0.0
Dominica;DMA;2020-01-14;0.0
Dominica;DMA;2020-01-15;0.0
Dominica;DMA;2020-01-16;0.0
Dominica;DMA;2020-01-17;0.0
Dominica;DMA;2020-01-18;0.0
Dominica;DMA;2020-01-19;0.0
Dominica;DMA;2020-01-20;0.0
Dominica;DMA;2020-01-21;0.0
Dominica;DMA;2020-01-22;0.0
Dominica;DMA;2020-01-23;0.0
Dominica;DMA;2020-01-24;0.0
Dominica;DMA;2020-01-25;0.0
Dominica;DMA;2020-01-26;0.0
Dominica;DMA;2020-01-27;0.0
Dominica;DMA;2020-01-28;0.0
Dominica;DMA;2020-01-29;0.0
Dominica;DMA;2020-01-30;0.0
Dominica;DMA;2020-01-31;0.0
Dominica;DMA;2020-02-01;0.0
Dominica;DMA;2020-02-02;0.0
Dominica;DMA;2020-02-03;0.0
Dominica;DMA;2020-02-04;0.0
Dominica;DMA;2020-02-05;0.0
Dominica;DMA;2020-02-06;0.0
Dominica;DMA;2020-02-07;0.0
Dominica;DMA;2020-02-08;0.0
Dominica;DMA;2020-02-09;0.0
Dominica;DMA;2020-02-10;0.0
Dominica;DMA;2020-02-11;0.0
Dominica;DMA;2020-02-12;0.0
Dominica;DMA;2020-02-13;0.0
Dominica;DMA;2020-02-14;0.0
Dominica;DMA;2020-02-15;0.0
Dominica;DMA;2020-02-16;0.0
Dominica;DMA;2020-02-17;0.0
Dominica;DMA;2020-02-18;0.0
Dominica;DMA;2020-02-19;0.0
Dominica;DMA;2020-02-20;0.0
Dominica;DMA;2020-02-21;0.0
Dominica;DMA;2020-02-22;0.0
Dominica;DMA;2020-02-23;0.0
Dominica;DMA;2020-02-24;0.0
Dominica;DMA;2020-02-25;0.0
Dominica;DMA;2020-02-26;0.0
Dominica;DMA;2020-02-27;0.0
Dominica;DMA;2020-02-28;0.0
Dominica;DMA;2020-02-29;0.0
Dominica;DMA;2020-03-01;0.0
Dominica;DMA;2020-03-02;0.0
Dominica;DMA;2020-03-03;0.0
Dominica;DMA;2020-03-04;0.0
Dominica;DMA;2020-03-05;0.0
Dominica;DMA;2020-03-06;0.0
Dominica;DMA;2020-03-07;0.0
Dominica;DMA;2020-03-08;0.0
Dominica;DMA;2020-03-09;0.0
Dominica;DMA;2020-03-10;0.0
Dominica;DMA;2020-03-11;0.0
Dominica;DMA;2020-03-12;0.0
Dominica;DMA;2020-03-13;0.0
Dominica;DMA;2020-03-14;0.0
Dominica;DMA;2020-03-15;0.0
Dominica;DMA;2020-03-16;0.0
Dominica;DMA;2020-03-17;0.0
Dominica;DMA;2020-03-18;0.0
Dominica;DMA;2020-03-19;0.0
Dominica;DMA;2020-03-20;0.0
Dominica;DMA;2020-03-21;0.0
Dominica;DMA;2020-03-22;13.89
Dominica;DMA;2020-03-23;25.0
Dominica;DMA;2020-03-24;25.0
Dominica;DMA;2020-03-25;25.0
Dominica;DMA;2020-03-26;25.0
Dominica;DMA;2020-03-27;25.0
Dominica;DMA;2020-03-28;30.56
Dominica;DMA;2020-03-29;30.56
Dominica;DMA;2020-03-30;30.56
Dominica;DMA;2020-03-31;30.56
Dominica;DMA;2020-04-01;79.63
Dominica;DMA;2020-04-02;79.63
Dominica;DMA;2020-04-03;79.63
Dominica;DMA;2020-04-04;79.63
Dominica;DMA;2020-04-05;79.63
Dominica;DMA;2020-04-06;79.63
Dominica;DMA;2020-04-07;79.63
Dominica;DMA;2020-04-08;79.63
Dominica;DMA;2020-04-09;79.63
Dominica;DMA;2020-04-10;79.63
Dominica;DMA;2020-04-11;79.63
Dominica;DMA;2020-04-12;79.63
Dominica;DMA;2020-04-13;79.63
Dominica;DMA;2020-04-14;79.63
Dominica;DMA;2020-04-15;79.63
Dominica;DMA;2020-04-16;79.63
Dominica;DMA;2020-04-17;79.63
Dominica;DMA;2020-04-18;79.63
Dominica;DMA;2020-04-19;79.63
Dominica;DMA;2020-04-20;79.63
Dominica;DMA;2020-04-21;79.63
Dominica;DMA;2020-04-22;79.63
Dominica;DMA;2020-04-23;79.63
Dominica;DMA;2020-04-24;79.63
Dominica;DMA;2020-04-25;79.63
Dominica;DMA;2020-04-26;79.63
Dominica;DMA;2020-04-27;79.63
Dominica;DMA;2020-04-28;79.63
Dominica;DMA;2020-04-29;79.63
Dominica;DMA;2020-04-30;79.63
Dominica;DMA;2020-05-01;79.63
Dominica;DMA;2020-05-02;79.63
Dominica;DMA;2020-05-03;79.63
Dominica;DMA;2020-05-04;79.63
Dominica;DMA;2020-05-05;79.63
Dominica;DMA;2020-05-06;79.63
Dominica;DMA;2020-05-07;75.93
Dominica;DMA;2020-05-08;75.93
Dominica;DMA;2020-05-09;75.93
Dominica;DMA;2020-05-10;75.93
Dominica;DMA;2020-05-11;75.93
Dominica;DMA;2020-05-12;72.22
Dominica;DMA;2020-05-13;72.22
Dominica;DMA;2020-05-14;72.22
Dominica;DMA;2020-05-15;72.22
Dominica;DMA;2020-05-16;72.22
Dominica;DMA;2020-05-17;72.22
Dominica;DMA;2020-05-18;72.22
Dominica;DMA;2020-05-19;72.22
Dominica;DMA;2020-05-20;72.22
Dominica;DMA;2020-05-21;72.22
Dominica;DMA;2020-05-22;72.22
Dominica;DMA;2020-05-23;72.22
Dominica;DMA;2020-05-24;72.22
Dominica;DMA;2020-05-25;72.22
Dominica;DMA;2020-05-26;72.22
Dominica;DMA;2020-05-27;72.22
Dominica;DMA;2020-05-28;72.22
Dominica;DMA;2020-05-29;72.22
Dominica;DMA;2020-05-30;72.22
Dominica;DMA;2020-05-31;72.22
Dominica;DMA;2020-06-01;72.22
Dominica;DMA;2020-06-02;72.22
Dominica;DMA;2020-06-03;72.22
Dominica;DMA;2020-06-04;72.22
Dominica;DMA;2020-06-05;72.22
Dominica;DMA;2020-06-06;72.22
Dominica;DMA;2020-06-07;72.22
Dominica;DMA;2020-06-08;72.22
Dominica;DMA;2020-06-09;72.22
Dominica;DMA;2020-06-10;72.22
Dominica;DMA;2020-06-11;72.22
Dominica;DMA;2020-06-12;72.22
Dominica;DMA;2020-06-13;72.22
Dominica;DMA;2020-06-14;72.22
Dominica;DMA;2020-06-15;72.22
Dominica;DMA;2020-06-16;72.22
Dominica;DMA;2020-06-17;72.22
Dominica;DMA;2020-06-18;72.22
Dominica;DMA;2020-06-19;72.22
Dominica;DMA;2020-06-20;72.22
Dominica;DMA;2020-06-21;72.22
Dominica;DMA;2020-06-22;72.22
Dominica;DMA;2020-06-23;72.22
Dominica;DMA;2020-06-24;72.22
Dominica;DMA;2020-06-25;72.22
Dominica;DMA;2020-06-26;72.22
Dominica;DMA;2020-06-27;44.44
Dominica;DMA;2020-06-28;44.44
Dominica;DMA;2020-06-29;44.44
Dominica;DMA;2020-06-30;44.44
Dominica;DMA;2020-07-01;44.44
Dominica;DMA;2020-07-02;44.44
Dominica;DMA;2020-07-03;44.44
Dominica;DMA;2020-07-04;44.44
Dominica;DMA;2020-07-05;44.44
Dominica;DMA;2020-07-06;44.44
Dominica;DMA;2020-07-07;44.44
Dominica;DMA;2020-07-08;44.44
Dominica;DMA;2020-07-09;44.44
Dominica;DMA;2020-07-10;44.44
Dominica;DMA;2020-07-11;44.44
Dominica;DMA;2020-07-12;44.44
Dominica;DMA;2020-07-13;44.44
Dominica;DMA;2020-07-14;44.44
Dominica;DMA;2020-07-15;44.44
Dominica;DMA;2020-07-16;44.44
Dominica;DMA;2020-07-17;44.44
Dominica;DMA;2020-07-18;44.44
Dominica;DMA;2020-07-19;44.44
Dominica;DMA;2020-07-20;44.44
Dominica;DMA;2020-07-21;44.44
Dominica;DMA;2020-07-22;44.44
Dominica;DMA;2020-07-23;44.44
Dominica;DMA;2020-07-24;44.44
Dominica;DMA;2020-07-25;44.44
Dominica;DMA;2020-07-26;44.44
Dominica;DMA;2020-07-27;44.44
Dominica;DMA;2020-07-28;44.44
Dominica;DMA;2020-07-29;44.44
Dominica;DMA;2020-07-30;44.44
Dominica;DMA;2020-07-31;44.44
Dominica;DMA;2020-08-01;44.44
Dominica;DMA;2020-08-02;44.44
Dominica;DMA;2020-08-03;44.44
Dominica;DMA;2020-08-04;44.44
Dominica;DMA;2020-08-05;44.44
Dominica;DMA;2020-08-06;44.44
Dominica;DMA;2020-08-07;36.11
Dominica;DMA;2020-08-08;36.11
Dominica;DMA;2020-08-09;36.11
Dominica;DMA;2020-08-10;36.11
Dominica;DMA;2020-08-11;36.11
Dominica;DMA;2020-08-12;36.11
Dominica;DMA;2020-08-13;36.11
Dominica;DMA;2020-08-14;36.11
Dominica;DMA;2020-08-15;36.11
Dominica;DMA;2020-08-16;36.11
Dominica;DMA;2020-08-17;36.11
Dominica;DMA;2020-08-18;36.11
Dominica;DMA;2020-08-19;36.11
Dominica;DMA;2020-08-20;36.11
Dominica;DMA;2020-08-21;36.11
Dominica;DMA;2020-08-22;36.11
Dominica;DMA;2020-08-23;36.11
Dominica;DMA;2020-08-24;36.11
Dominica;DMA;2020-08-25;36.11
Dominica;DMA;2020-08-26;36.11
Dominica;DMA;2020-08-27;36.11
Dominica;DMA;2020-08-28;36.11
Dominica;DMA;2020-08-29;36.11
Dominica;DMA;2020-08-30;36.11
Dominica;DMA;2020-08-31;36.11
Dominica;DMA;2020-09-01;36.11
Dominica;DMA;2020-09-02;36.11
Dominica;DMA;2020-09-03;36.11
Dominica;DMA;2020-09-04;36.11
Dominica;DMA;2020-09-05;36.11
Dominica;DMA;2020-09-06;36.11
Dominica;DMA;2020-09-07;28.7
Dominica;DMA;2020-09-08;28.7
Dominica;DMA;2020-09-09;28.7
Dominica;DMA;2020-09-10;28.7
Dominica;DMA;2020-09-11;28.7
Dominica;DMA;2020-09-12;28.7
Dominica;DMA;2020-09-13;28.7
Dominica;DMA;2020-09-14;28.7
Dominica;DMA;2020-09-15;28.7
Dominica;DMA;2020-09-16;28.7
Dominica;DMA;2020-09-17;28.7
Dominica;DMA;2020-09-18;28.7
Dominica;DMA;2020-09-19;28.7
Dominica;DMA;2020-09-20;28.7
Dominica;DMA;2020-09-21;28.7
Dominica;DMA;2020-09-22;28.7
Dominica;DMA;2020-09-23;28.7
Dominica;DMA;2020-09-24;28.7
Dominica;DMA;2020-09-25;28.7
Dominica;DMA;2020-09-26;28.7
Dominica;DMA;2020-09-27;28.7
Dominica;DMA;2020-09-28;28.7
Dominica;DMA;2020-09-29;28.7
Dominica;DMA;2020-09-30;28.7
Dominica;DMA;2020-10-01;28.7
Dominica;DMA;2020-10-02;28.7
Dominica;DMA;2020-10-03;28.7
Dominica;DMA;2020-10-04;28.7
Dominica;DMA;2020-10-05;28.7
Dominica;DMA;2020-10-06;28.7
Dominica;DMA;2020-10-07;28.7
Dominica;DMA;2020-10-08;28.7
Dominica;DMA;2020-10-09;28.7
Dominica;DMA;2020-10-10;28.7
Dominica;DMA;2020-10-11;28.7
Dominica;DMA;2020-10-12;28.7
Dominica;DMA;2020-10-13;31.48
Dominica;DMA;2020-10-14;31.48
Dominica;DMA;2020-10-15;31.48
Dominica;DMA;2020-10-16;31.48
Dominica;DMA;2020-10-17;31.48
Dominica;DMA;2020-10-18;31.48
Dominica;DMA;2020-10-19;31.48
Dominica;DMA;2020-10-20;31.48
Dominica;DMA;2020-10-21;31.48
Dominica;DMA;2020-10-22;31.48
Dominica;DMA;2020-10-23;31.48
Dominica;DMA;2020-10-24;31.48
Dominica;DMA;2020-10-25;31.48
Dominica;DMA;2020-10-26;31.48
Dominica;DMA;2020-10-27;31.48
Dominica;DMA;2020-10-28;31.48
Dominica;DMA;2020-10-29;31.48
Dominica;DMA;2020-10-30;31.48
Dominica;DMA;2020-10-31;31.48
Dominica;DMA;2020-11-01;37.04
Dominica;DMA;2020-11-02;37.04
Dominica;DMA;2020-11-03;37.04
Dominica;DMA;2020-11-04;37.04
Dominica;DMA;2020-11-05;37.04
Dominica;DMA;2020-11-06;37.04
Dominica;DMA;2020-11-07;37.04
Dominica;DMA;2020-11-08;37.04
Dominica;DMA;2020-11-09;37.04
Dominica;DMA;2020-11-10;34.26
